stimulus,Intensity,Pleasantness,Green,Cucumber,Herbal,Mint,Woody,Pine,Floral,Powdery,Fruity,Citrus,Tropical,Berry,Peach,Sweet,Caramellic,Vanilla,BrownSpice,Smoky,Burnt,Roasted,Grainy,Meaty,Nutty,Fatty,Coconut,Waxy,Dairy,Buttery,Cheesy,Sour,Fermented,Sulfurous,Garlic.Onion,Earthy,Mushroom,Musty,Ammonia,Fishy,Fecal,Rotten.Decay,Rubber,Phenolic,Animal,Medicinal,Cooling,Sharp,Chlorine,Alcoholic,Plastic,Ozone,Metallic
AE913,6.625,5.103571429,0.214285714,0,0.285714286,0.214285714,0.285714286,0.321428571,0.071428571,0.107142857,0,0,0,0,0,0.214285714,0.178571429,0,0,0,0,0.714285714,0.714285714,0,0.5,0.035714286,0.071428571,0,0,0.392857143,0,0.142857143,0,0,0.035714286,0.642857143,0,0.107142857,0.357142857,0.107142857,0,0,0.392857143,0.142857143,0.035714286,1.178571429,1.392857143,0.571428571,0.571428571,0.857142857,0.142857143,0,0.142857143
AE929,6.77037037,4.140740741,0.185185185,0,0.222222222,0.444444444,0.259259259,0.111111111,0,0.111111111,0.518518519,0,0.111111111,0.333333333,0.148148148,0.481481481,0.148148148,0.222222222,0.148148148,0.074074074,0,0,0,0,0.111111111,0,0.074074074,0.111111111,0.222222222,0.222222222,0.407407407,0.148148148,0.37037037,0.148148148,0,0.111111111,0,0.777777778,0.37037037,0,0.592592593,0.444444444,0,0,0.111111111,1.222222222,0.814814815,0.518518519,0.333333333,0.962962963,0.481481481,0.074074074,0.222222222
AE967,6.607142857,3.864285714,0.214285714,0,0.464285714,0,0.25,0.25,0.535714286,0.035714286,0.678571429,0.428571429,0.5,0.107142857,0.178571429,0.071428571,0.071428571,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0.035714286,0.035714286,0.285714286,0.75,0.285714286,1.178571429,0.142857143,0,0.392857143,0.678571429,0.142857143,0,0.321428571,0.357142857,0.25,0,0.142857143,0.321428571,0.535714286,0.25,0.357142857,0.214285714,0.357142857,0.642857143
AG069,3.596666667,5.393333333,0.166666667,0,0.066666667,0.133333333,0,0,0,0,0.066666667,0,0.066666667,0.1,0.1,0.7,0.166666667,0.266666667,0,0.033333333,0,0,0.266666667,0,0.1,0,0,0,0.733333333,1.3,1.5,0.3,0.1,0.233333333,0,0.033333333,0.066666667,0.133333333,0,0,0.166666667,0.033333333,0,0,0,0,0.2,0.033333333,0,0.166666667,0,0,0
AG139,5.306666667,5.56,0.733333333,0.066666667,0.4,0.133333333,0.166666667,0.033333333,0,0.066666667,0.133333333,0,0,0,0,0.7,0.3,0.133333333,0.066666667,0.366666667,0.2,0.766666667,0.933333333,0,1.6,0.033333333,0,0.1,0.2,0.133333333,0.033333333,0.166666667,0,0,0,0.633333333,0.133333333,0.666666667,0.433333333,0,0,0.133333333,0.133333333,0.1,0.133333333,0,0.033333333,0.233333333,0,0.2,0.133333333,0.1,0.066666667
AG158,1.86,5.12,0.266666667,0.066666667,0.3,0.1,0.133333333,0,0.066666667,0.033333333,0.166666667,0,0.033333333,0,0,0.533333333,0.166666667,0.366666667,0,0.2,0,0.133333333,0.533333333,0,0.433333333,0.066666667,0,0,0.2,0.5,0.3,0,0.033333333,0.166666667,0,0.066666667,0,0.2,0,0,0.033333333,0.1,0,0,0,0,0,0,0,0.2,0,0,0
AG169,2.2,5.073333333,0.366666667,0,0.333333333,0,0.4,0,0.033333333,0.033333333,0.133333333,0,0.033333333,0,0,0.366666667,0.033333333,0.2,0,0.133333333,0,0.066666667,0.366666667,0.066666667,0.133333333,0,0.033333333,0.133333333,0.4,0.7,0.6,0.233333333,0.066666667,0.266666667,0,0.266666667,0,0.333333333,0.066666667,0,0.066666667,0.033333333,0,0.066666667,0,0,0,0,0,0.033333333,0.033333333,0,0
AG247,6.476666667,3.98,0.933333333,0.066666667,0.566666667,0.066666667,0,0.133333333,0.9,0.133333333,0.833333333,0.1,0.433333333,0.133333333,0.366666667,0.6,0.3,0.233333333,0.266666667,0,0,0.3,0,0.1,0,0,0,0,0,0,0,0.166666667,0.333333333,0.3,0.8,0.1,0.233333333,0.566666667,0.666666667,0.133333333,0.1,0.433333333,0.1,0,0,0.066666667,0.133333333,0.6,0.133333333,0.133333333,0.066666667,0,0.2
AG298,4.726666667,5.513333333,0.3,0.066666667,0.166666667,0,0.333333333,0.1,0,0,0.1,0.066666667,0.066666667,0.066666667,0,0.8,0.533333333,0.5,0.166666667,0.266666667,0.233333333,0.7,1.233333333,0.266666667,1.433333333,0.033333333,0.2,0,0.833333333,0.466666667,0.366666667,0.2,0,0.133333333,0,0.166666667,0.033333333,0.266666667,0.233333333,0,0.033333333,0.033333333,0,0.166666667,0.066666667,0,0,0,0,0.2,0,0,0
AG316,5.833333333,4.396666667,0.266666667,0,0.333333333,0.2,0.1,0.133333333,0.266666667,0,0.066666667,0.066666667,0,0,0,0.333333333,0,0.1,0,0,0,0.333333333,0,0.3,0.066666667,0.033333333,0,0,0,0,0.033333333,0.166666667,0.266666667,0.8,2.6,0.033333333,0.233333333,0.633333333,0.166666667,0,0.066666667,0.133333333,0.133333333,0,0.133333333,1.166666667,0.566666667,0.2,0,0.266666667,0,0.066666667,0.066666667
AG333,4.4,5.69,0.4,0,0.266666667,0.066666667,0.6,0.033333333,0.066666667,0,0.033333333,0.033333333,0,0,0,0.933333333,0.533333333,0.433333333,0,0.366666667,0,0.566666667,0.966666667,0.133333333,0.933333333,0,0.166666667,0,0.333333333,0,0.066666667,0,0.033333333,0.033333333,0,0.066666667,0,0.266666667,0.3,0,0,0.033333333,0,0.133333333,0,0,0.1,0.1,0,0.4,0,0.033333333,0.066666667
AG354,4.69,4.756666667,0.2,0,0.233333333,0.133333333,0.266666667,0.033333333,0.466666667,0.333333333,0.766666667,0.066666667,0,0.1,0,0.566666667,0.266666667,0.333333333,0.233333333,0.266666667,0.2,0.166666667,0.1,0.233333333,0.466666667,0.166666667,0,0.2,0,0,0.066666667,0,0.4,0,0.066666667,0.2,0,0.833333333,0,0,0.033333333,0.066666667,0.533333333,0.366666667,0.266666667,0.366666667,0.2,0.133333333,0,0.2,0.5,0.033333333,0.166666667
AG386,6.56,3.773333333,0.166666667,0,0.4,0.166666667,0,0.066666667,0.1,0.033333333,0.233333333,0,0,0,0,0.366666667,0.266666667,0.233333333,0.066666667,0.9,0.833333333,1.066666667,0.733333333,0.333333333,0.166666667,0,0,0,0,0,0,0,0.333333333,0.8,1.233333333,0.366666667,0.333333333,0.4,0.366666667,0.3,0.066666667,0.166666667,0.966666667,0,0.466666667,0.866666667,0.433333333,0.266666667,0.1,0.333333333,0.166666667,0,0
AG543,5.653333333,5.336666667,0.5,0.233333333,0.366666667,0.5,0.233333333,0.166666667,0.066666667,0.266666667,0.233333333,0,0,0,0,0.5,0.066666667,0.2,0,0.066666667,0,0.1,0.133333333,0,0.1,0,0,0,0,0,0,0,0.266666667,0.033333333,0.1,0.033333333,0,0.666666667,0,0,0,0,0.1,0.033333333,0,2.7,0.833333333,0.466666667,0,1.1,0.066666667,0.066666667,0.166666667
AG570,6.323333333,4.146666667,0.133333333,0.033333333,0.2,0.033333333,0.1,0,0.266666667,0,0.233333333,0,0,0.2,0.1,0.5,0.1,0.233333333,0.066666667,0.7,0.866666667,1,0.666666667,0.833333333,0.8,0.366666667,0,0,0,0,0,0.5,0.266666667,0.9,0.666666667,0.3,0.166666667,0.033333333,0.333333333,0.033333333,0.1,0.4,0.433333333,0.066666667,0.7,0,0,0.3,0,0,0,0,0
AG699,5.44,4.483333333,0.3,0.166666667,0.166666667,0,0.366666667,0.2,0.066666667,0.1,0.1,0,0,0.066666667,0,0.433333333,0.3,0.333333333,0.133333333,0.466666667,0.266666667,0.333333333,0.366666667,0,0.4,0,0.133333333,0.066666667,0,0.1,0.066666667,0.2,0.1,0.433333333,0.133333333,0.4,0.166666667,0.733333333,0.266666667,0.033333333,0,0.466666667,0.566666667,0.233333333,0.333333333,0.233333333,0.1,0.233333333,0,0.266666667,0.8,0.233333333,0.2
AG732,4.113333333,5.196666667,0.233333333,0.033333333,0.166666667,0.033333333,0.3,0,0.033333333,0,0,0,0,0,0,0.266666667,0.5,0.366666667,0.066666667,0.433333333,0.3,0.633333333,0.966666667,0,1.266666667,0.066666667,0,0,0.166666667,0.033333333,0.066666667,0.066666667,0,0.033333333,0,0.466666667,0.3,0.766666667,0.166666667,0.033333333,0,0.066666667,0,0.066666667,0,0.066666667,0,0.066666667,0,0.133333333,0,0,0.066666667
AG810,5.26,5.08,0.433333333,0.033333333,0.466666667,0.3,0.133333333,0.466666667,0.033333333,0.166666667,0.733333333,0,0.133333333,0.066666667,0,0.4,0.033333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.066666667,0.166666667,0.1,0.033333333,0,0,0.5,0.2,0,0.033333333,0.1,0.133333333,0.1,0,2.766666667,1.066666667,0.266666667,0,0.533333333,0.133333333,0.066666667,0.4
AG869,4.806666667,5.123333333,0.5,0,0.333333333,0.1,0.3,0.1,0.066666667,0.033333333,0.566666667,0,0,0.233333333,0,0.566666667,0.433333333,0.1,0,0.3,0.033333333,0.833333333,1.133333333,0.5,1.166666667,0.1,0,0.2,0,0.2,0,0.033333333,0.3,0.066666667,0.133333333,0.066666667,0,0.666666667,0.3,0,0,0.066666667,0.066666667,0.066666667,0.1,0.066666667,0.3,0.033333333,0,0.233333333,0.166666667,0,0
AG945,6.193333333,3.833333333,0.6,0.266666667,0.366666667,0,0.166666667,0.1,0.766666667,0.133333333,0.6,0,0.466666667,0,0.433333333,0.5,0.1,0,0.066666667,0,0,0.266666667,0,0.066666667,0,0.033333333,0,0,0.1,0,0,0.066666667,0.066666667,0.5,1.233333333,0,0.133333333,0.8,0.9,0.2,0.133333333,0.333333333,0.133333333,0,0.1,0,0.066666667,0.833333333,0,0.266666667,0,0.1,0.3
AH022,4.643333333,5.54,0.2,0,0.433333333,0.166666667,0.233333333,0.166666667,0.733333333,0.4,0.9,0,0.1,0.266666667,0.266666667,0.766666667,0.233333333,0.333333333,0.5,0,0,0.166666667,0.033333333,0.066666667,0.3,0,0,0.1,0,0,0.066666667,0.166666667,0.2,0.233333333,0,0.1,0,0.566666667,0.133333333,0,0.033333333,0,0.333333333,0.333333333,0,0.4,0.6,0,0,0.4,0.266666667,0.066666667,0.3
AH189,6.146666667,2.686666667,0.1,0.266666667,0.2,0,0.066666667,0,0.3,0.033333333,1,0,0.766666667,0.2,0.333333333,0.733333333,0,0.433333333,0,0,0,0.133333333,0.066666667,0,0,0,0,0,1.133333333,0.133333333,1,0.766666667,0.666666667,0.5,0.033333333,0.1,0,0.8,0,0.066666667,0.666666667,1.766666667,0,0,0.066666667,0,0.1,0.033333333,0,0,0,0,0
AH199,5.8,5.406666667,0.8,2.733333333,0.366666667,0.066666667,0.466666667,0.1,0.266666667,0.3,0.4,0.133333333,0.1,0,0,0.633333333,0,0,0,0,0,0.1,0.366666667,0,0.233333333,0,0,0.4,0.1,0.033333333,0.533333333,0.233333333,0.1,0.066666667,0,0.2,0.133333333,0.566666667,0,0,0,0,0.1,0.166666667,0.066666667,0,0.133333333,0.1,0,0,0.066666667,0.166666667,0.1
AH402,4.726666667,5.183333333,0.433333333,0.066666667,0.333333333,0.433333333,0.333333333,0.3,0.4,0,0.9,0,0.133333333,0.3,0.066666667,0.8,0.4,0.466666667,0.166666667,0.033333333,0,0.033333333,0,0,0.133333333,0,0,0.133333333,0.266666667,0,0.133333333,0.1,0.066666667,0.166666667,0.166666667,0.1,0.066666667,0.066666667,0,0,0.033333333,0.033333333,0.3,0.466666667,0,0.933333333,0.566666667,0,0,0.333333333,0.533333333,0.233333333,0.1
AH445,6.26,2.25,0.433333333,0.066666667,0.2,0,0.2,0,0.166666667,0,0.266666667,0,0,0,0,0.2,0.066666667,0.066666667,0,0,0,0.133333333,0,0.2,0.066666667,0.066666667,0,0,1.566666667,0.166666667,1.233333333,1.2,0.466666667,0.766666667,0.233333333,0.266666667,0.433333333,0.666666667,0,0.2,0.466666667,2.366666667,0,0,0.066666667,0,0.033333333,0.066666667,0,0,0,0,0
AH541,4.996666667,5.386666667,0.166666667,0.2,0.266666667,0,0,0,0.6,0.166666667,1.7,0.1,1.366666667,1.366666667,0.266666667,1.066666667,0,0.3,0,0,0,0.066666667,0.1,0,0.066666667,0.066666667,0.1,0.1,0.2,0.233333333,0.666666667,0.2,0.566666667,0.033333333,0,0,0.1,0.266666667,0.1,0,0.033333333,0.033333333,0,0,0,0.2,0.033333333,0.133333333,0,0.166666667,0.066666667,0.066666667,0.1
AH588,6.126666667,6.366666667,0.533333333,2.6,0.633333333,0.233333333,0.233333333,0.133333333,0.4,0.3,0.833333333,0.366666667,0.5,0.1,0.133333333,1.033333333,0.133333333,0.266666667,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0.166666667,0.133333333,0.3,0,0,0,0,0.166666667,0.033333333,0,0.266666667,0.5,0,0,0,0.233333333,0.4,0.1
AH608,5.35,3.993333333,0.5,0.133333333,0.233333333,0.1,0.4,0,0.3,0.166666667,0.066666667,0,0,0,0.033333333,0.833333333,0.7,0.633333333,0.066666667,0.033333333,0.066666667,0.233333333,0.166666667,0,0.533333333,0.033333333,0.133333333,0.4,0.1,0,0.933333333,0.8,0.266666667,0.366666667,0,0.3,0.066666667,0.933333333,0.266666667,0.166666667,0.333333333,0.5,0.266666667,0.066666667,0.1,0.133333333,0.033333333,0.1,0,0,0.233333333,0,0.133333333
AH666,4.313333333,5.23,0.166666667,0,0.333333333,0,0.366666667,0.166666667,0.433333333,0.233333333,0.933333333,0.166666667,0.066666667,0.5,0.066666667,1,0.3,0.633333333,0.266666667,0,0,0.066666667,0.233333333,0,0.133333333,0,0,0.166666667,0.166666667,0.066666667,0.366666667,0.066666667,0.3,0.066666667,0.133333333,0,0,0.266666667,0.166666667,0,0.033333333,0.133333333,0.1,0.4,0.1,0.533333333,0.066666667,0,0,0.133333333,0.166666667,0,0
AH674,6.62,1.85,0.1,0,0.1,0,0.1,0,0.133333333,0,0.166666667,0.1,0.033333333,0.1,0.1,0.5,0,0.233333333,0,0.066666667,0,0,0,0.333333333,0.166666667,0,0.066666667,0,1,0.366666667,1.4,0.8,0.533333333,0.366666667,0.133333333,0.233333333,0.166666667,0.8,0.233333333,0.266666667,0.6,2.433333333,0.166666667,0.066666667,0,0,0,0.266666667,0,0.033333333,0,0,0
AH771,5.05,5.693333333,0.133333333,0.166666667,0.4,0.066666667,0.2,0,0.766666667,0.3,1.533333333,0.133333333,1.8,0.6,0.233333333,1,0,0.3,0,0,0,0.033333333,0.1,0,0,0,0,0.133333333,0.066666667,0,0.533333333,0.066666667,0.5,0.066666667,0.033333333,0.1,0,0.166666667,0,0,0,0.066666667,0.066666667,0,0.033333333,0.2,0.033333333,0.133333333,0,0.066666667,0,0.033333333,0
AH817,5.083333333,5.42,0.2,0,0.466666667,0.066666667,0.433333333,0.133333333,0.3,0.166666667,0.433333333,0,0.066666667,0.3,0,0.866666667,0.533333333,0.666666667,0.2,0.033333333,0,0,0.266666667,0,0.233333333,0.033333333,0.033333333,0.166666667,0.166666667,0,0,0,0.1,0.166666667,0.2,0.2,0.066666667,0.333333333,0.366666667,0,0,0,0.333333333,0.2,0,1.2,0.3,0.3,0,0.5,0.4,0,0.2
AH866,3.313333333,5.38,0.3,0,0.333333333,0.166666667,0.3,0.2,0,0.1,0.333333333,0,0.066666667,0.066666667,0.066666667,0.766666667,0.3,0.466666667,0.133333333,0,0,0.133333333,0.4,0,0.233333333,0,0.233333333,0.1,0.766666667,0.166666667,0.466666667,0.3,0,0.066666667,0,0,0.233333333,0.4,0.233333333,0,0,0,0,0.066666667,0,0,0,0,0,0.1,0.033333333,0,0.066666667
AH997,6.523333333,3.5,0.333333333,0.066666667,0.366666667,0,0.4,0,0.066666667,0.033333333,0.133333333,0.033333333,0,0,0,0.166666667,0.066666667,0.166666667,0.066666667,0,0,0.533333333,0.7,0.3,0.566666667,0.766666667,0,0.1,0.3,0.3,1.733333333,0.6,0.333333333,1.066666667,0.6,0.3,0.166666667,0.4,0.1,0.366666667,0.1,1.366666667,0.033333333,0.033333333,0.266666667,0,0,0,0,0,0.1,0,0
AI098,4.510344828,5.048275862,0.206896552,0,0.275862069,0,0.068965517,0.068965517,0.24137931,0.172413793,1.344827586,0.068965517,0.137931034,0.620689655,0.103448276,0.827586207,0.103448276,0.172413793,0.206896552,0.103448276,0.137931034,0,0.24137931,0,0.275862069,0,0.034482759,0,0.344827586,0.275862069,0.827586207,0.344827586,0.206896552,0.068965517,0,0.413793103,0.137931034,0.344827586,0,0,0.068965517,0.068965517,0.172413793,0.068965517,0.206896552,0.103448276,0,0.137931034,0.068965517,0.034482759,0,0.068965517,0.172413793
AI205,5.3,4.331034483,0.413793103,0.206896552,0.517241379,0,0.75862069,0.448275862,0.517241379,0.275862069,0.413793103,0.24137931,0.137931034,0,0,0.482758621,0.103448276,0.103448276,0.034482759,0.137931034,0.24137931,0,0.344827586,0,0.034482759,0,0.137931034,0.24137931,0,0,0,0.103448276,0.275862069,0,0,0.413793103,0.344827586,0.689655172,0.275862069,0.103448276,0.103448276,0.310344828,0.448275862,0.137931034,0.103448276,0.137931034,0.24137931,0.103448276,0.068965517,0.103448276,0.379310345,0.517241379,0.103448276
AI342,5.682758621,5.755172414,0.344827586,0,0.413793103,1.689655172,0.448275862,0.24137931,0.24137931,0.344827586,0.586206897,0,0.034482759,0,0,1.24137931,0.482758621,0.551724138,1.068965517,0,0.24137931,0.103448276,0.103448276,0,0.310344828,0,0,0.103448276,0,0,0,0,0.310344828,0,0,0.068965517,0,0.965517241,0,0,0,0,0.310344828,0.24137931,0,0,0.551724138,0.137931034,0,0.24137931,0.586206897,0.172413793,0.24137931
AI505,6.531034483,4.513793103,0.482758621,0,0.517241379,0.137931034,0.206896552,0.310344828,0.103448276,0,0.103448276,0,0,0,0,0.275862069,0,0,0,0,0.137931034,0.068965517,0.034482759,0,0,0,0,0,0,0,0,0.206896552,0.137931034,0,0.103448276,0.103448276,0,0.413793103,0.275862069,0,0,0.034482759,0,0.172413793,0,0.75862069,0.655172414,1.034482759,0.344827586,2.862068966,0.275862069,0.24137931,0.517241379
AI570,6.335714286,4.189285714,0.142857143,0,0.321428571,0,0.642857143,0,0.285714286,0.071428571,0.321428571,0,0.035714286,0,0,0.357142857,0,0,0.107142857,0.214285714,0.107142857,0.428571429,0.714285714,0.392857143,0.607142857,0.357142857,0,0,0.392857143,0.285714286,0.25,0.464285714,0.571428571,0.071428571,0.178571429,0.357142857,0,0.607142857,0.25,0,0.107142857,0.464285714,0.142857143,0.321428571,0.571428571,0.071428571,0.035714286,0.464285714,0.035714286,0.392857143,0.142857143,0,0.178571429
AI797,6.346428571,4.496428571,0.25,0,0.142857143,0.142857143,0.142857143,0.142857143,0.285714286,0,0.178571429,0.142857143,0,0,0,0.142857143,0,0.035714286,0,0.142857143,0,0,0,0,0,0,0,0.107142857,0,0,0,0.107142857,0,0,0,0.035714286,0,0.142857143,0.535714286,0,0,0.035714286,0,0.178571429,0,0.821428571,0.285714286,1.178571429,0.178571429,2.75,0,0.285714286,0.535714286
AI851,5.634482759,5.368965517,0,0,0.24137931,0.206896552,0.103448276,0,0.517241379,0.206896552,2.137931034,0.103448276,0.965517241,0.551724138,0.103448276,1.275862069,0.068965517,0.206896552,0.103448276,0,0,0,0.24137931,0,0,0,0.103448276,0,0,0,0,0.068965517,0.551724138,0.137931034,0,0,0.103448276,0.448275862,0,0,0,0.068965517,0.034482759,0,0.068965517,0.379310345,0.172413793,0.103448276,0,0.137931034,0.137931034,0,0.034482759
AI884,4.678571429,5.175,0.321428571,0,0.428571429,0.678571429,0.357142857,0.178571429,1,0.535714286,1.321428571,0.25,0.357142857,0,0,1.071428571,0.071428571,0.142857143,0.142857143,0.107142857,0,0.035714286,0.142857143,0,0.107142857,0,0,0.035714286,0.071428571,0.035714286,0,0.285714286,0.285714286,0,0,0.071428571,0.607142857,0.214285714,0.071428571,0,0,0.142857143,0,0.142857143,0.107142857,0.178571429,0.214285714,0.071428571,0,0.535714286,0.321428571,0,0.035714286
AI897,5.34137931,5.624137931,0.379310345,0.034482759,0.586206897,0.24137931,0.413793103,0.310344828,0.689655172,0.172413793,0.551724138,0.620689655,0.103448276,0.103448276,0,0.551724138,0.655172414,0.275862069,0.103448276,0.068965517,0.068965517,0.551724138,0.379310345,0,0.310344828,0.206896552,0,0.24137931,0.103448276,0,0,0.551724138,0.24137931,0.137931034,0,0.551724138,0.344827586,0.103448276,0.068965517,0,0.068965517,0,0,0.103448276,0.103448276,0.034482759,0.344827586,0.310344828,0.275862069,0.068965517,0,0,0
AI926,6.472413793,5.606896552,0.896551724,0.310344828,1.482758621,0,0.344827586,0.24137931,0.206896552,0.172413793,0.206896552,0.103448276,0,0,0,0.586206897,0.103448276,0.206896552,0.586206897,0.206896552,0,0.75862069,0.75862069,0.344827586,0.24137931,0.379310345,0,0.068965517,0,0,0,0.793103448,0.344827586,0.103448276,0.379310345,0.517241379,0.103448276,0.344827586,0,0,0,0.137931034,0,0,0,0,0.034482759,0.310344828,0,0,0,0.034482759,0.275862069
AI943,5.427586207,5.579310345,0.275862069,0,0.310344828,0.103448276,0.310344828,0,0.275862069,0.344827586,0.827586207,0,0,0.137931034,0,1.413793103,0.586206897,0.724137931,0.103448276,0.034482759,0,0.275862069,0.551724138,0,0.275862069,0,0,0,0.379310345,0.103448276,0,0.137931034,0.275862069,0,0,0.24137931,0.310344828,0.137931034,0.034482759,0,0,0,0.172413793,0.206896552,0,0.482758621,0.206896552,0.206896552,0.275862069,0.689655172,0.24137931,0.068965517,0.206896552
AJ003,5.84,4.673333333,0.066666667,0,0.233333333,0,0.2,0,0.2,0.5,1.2,0,0.133333333,0.033333333,0.1,1.933333333,0.266666667,0.8,0.666666667,0.566666667,0.233333333,0.3,0.166666667,0.766666667,0.133333333,0.233333333,0,0.1,0.233333333,0,0.4,0,0.033333333,0,0.1,0,0,0.166666667,0.033333333,0.166666667,0,0.666666667,0.066666667,0.066666667,0,0.666666667,0.066666667,0.233333333,0,0.433333333,0.2,0,0.1
AJ018,4.756666667,3.91,0.5,0,0.466666667,0,0.4,0.066666667,0.433333333,0.1,0.1,0,0,0,0,0.5,0.133333333,0.033333333,0.166666667,0.066666667,0.2,0,0,0,0,0.3,0,1.1,0,0.1,0.2,0.433333333,0,0.033333333,0.1,0.4,0.2,1.266666667,0.033333333,0.066666667,0,0.133333333,0.533333333,0.233333333,0,0.1,0.033333333,0.133333333,0,0.033333333,0.333333333,0,0.233333333
AJ058,6.053333333,5.116666667,0.3,0.1,0.266666667,0.1,0.233333333,0,0.533333333,0.166666667,1.033333333,0.133333333,0,0,0,1.833333333,0.4,0.266666667,0.933333333,0.133333333,0.1,0.366666667,0.433333333,0,0.7,0.533333333,0.2,0.4,0,0,0.2,0.266666667,0,0.233333333,0,0.3,0.066666667,0.3,0.233333333,0.1,0,0.2,0.1,0.033333333,0.033333333,0.1,0.166666667,0.5,0.033333333,0.566666667,0,0.266666667,0
AJ062,6.3,4.144827586,0.172413793,0,0.517241379,0.172413793,0.24137931,0.137931034,0.206896552,0.310344828,0.689655172,0.103448276,0.068965517,0.103448276,0,1.068965517,0.379310345,0.275862069,0.379310345,0,0.137931034,0.172413793,0.034482759,0,0.275862069,0.034482759,0,0.068965517,0,0,0,0.275862069,0.137931034,0,0.172413793,0.172413793,0,0.793103448,0.172413793,0,0,0.034482759,0.206896552,0.379310345,0,0.517241379,0.206896552,0.655172414,0.172413793,1.24137931,0.344827586,0.206896552,0.344827586
AJ070,5.546666667,6.373333333,0,0,0.233333333,0.3,0.333333333,0.333333333,0.433333333,0,1.066666667,0.066666667,0,0.266666667,0,1.733333333,0.666666667,0.5,2.5,0,0.133333333,0.033333333,0.233333333,0,0,0.066666667,0,0.2,0,0,0,0,0.533333333,0,0,0.166666667,0,0.066666667,0.033333333,0,0,0,0,0.033333333,0.066666667,0.433333333,0.133333333,0.1,0,0,0.066666667,0.033333333,0
AJ108,5.227586207,5.196551724,0.310344828,0,0.344827586,0,0.103448276,0,0.517241379,0.310344828,2.24137931,0.103448276,0.551724138,1.103448276,0.206896552,1.517241379,0.310344828,0.379310345,0.482758621,0,0.103448276,0,0.068965517,0,0.068965517,0,0,0.103448276,0,0,0,0.275862069,0.482758621,0,0,0.068965517,0,0.275862069,0.034482759,0,0,0.068965517,0.172413793,0.103448276,0,0.275862069,0.310344828,0.068965517,0.068965517,0.344827586,0.103448276,0.034482759,0.103448276
AJ119,6.126666667,5.13,0.066666667,0,0.366666667,0.166666667,0.6,0.233333333,0.166666667,0.266666667,0.633333333,0.1,0.166666667,0,0,1.4,0.366666667,0.733333333,0.633333333,0.866666667,0.233333333,0.633333333,0.2,1.233333333,0.366666667,0.7,0.166666667,0.3,0.233333333,0.1,0.066666667,0.3,0.233333333,0.066666667,0,0,0,0.2,0,0,0,0.1,0,0.2,0,0.1,0.166666667,0.066666667,0,0.466666667,0.166666667,0.333333333,0.066666667
AJ191,6.886206897,3.575862069,0.24137931,0,0.310344828,0,0,0,0,0,0.172413793,0,0,0,0,0.24137931,0.137931034,0.137931034,0.103448276,0.206896552,0.137931034,0.413793103,0.137931034,0.896551724,0.172413793,0.620689655,0,0,0.448275862,0.275862069,1.896551724,0.275862069,0.310344828,1.068965517,0.965517241,0.137931034,0.379310345,0.172413793,0,0.448275862,0.068965517,1.448275862,0,0.034482759,0.379310345,0,0,0.034482759,0,0,0,0,0.068965517
AJ192,5.973333333,6.143333333,0.133333333,0,0.4,0,0.366666667,0,1,0.433333333,1.1,0,0,0.6,0.1,1.8,0.566666667,0.4,2.3,0.1,0,0.1,0.1,0,0.1,0,0,0.066666667,0,0,0,0.333333333,0.266666667,0,0,0.066666667,0,0.066666667,0.033333333,0.033333333,0,0.133333333,0,0,0.166666667,0.9,0.166666667,0,0,0,0.066666667,0.033333333,0
AJ244,5.8,5.175862069,0.172413793,0,0.344827586,0.275862069,0.413793103,0.034482759,0.827586207,0.24137931,1.310344828,0.068965517,0.517241379,0.517241379,0.103448276,1.965517241,0.482758621,0.24137931,1.103448276,0.137931034,0,0.172413793,0.172413793,0,0.310344828,0.137931034,0.137931034,0.172413793,0,0,0,0.172413793,0.24137931,0,0,0.068965517,0,0.517241379,0,0,0,0.137931034,0.310344828,0.137931034,0.034482759,0.551724138,0.103448276,0.034482759,0,0,0.103448276,0.103448276,0
AJ261,5.616666667,5.09,0.166666667,0,0.7,0.466666667,0.033333333,0.133333333,0.466666667,0.133333333,1.033333333,0.1,0.233333333,0.366666667,0.1,1.266666667,0.133333333,0.2,0.4,0.066666667,0,0.266666667,0.366666667,0.1,0.5,0.266666667,0.1,0.2,0,0,0.433333333,0.233333333,0.3,0.1,0,0,0,0.566666667,0,0.033333333,0,0,0,0.133333333,0,0.733333333,0.466666667,0.266666667,0,0.233333333,0.466666667,0,0.133333333
AJ334,5.31,4.926666667,1.3,0.133333333,0.6,0,0.566666667,0.1,0.333333333,0.033333333,0.4,0,0.2,0.066666667,0.066666667,0.933333333,0.1,0.2,0.066666667,0,0,0,0.033333333,0,0.1,0.266666667,0,1.833333333,0.066666667,0,0.1,0.133333333,0.1,0,0,0.466666667,0,1.033333333,0,0,0,0,0.266666667,0.2,0.166666667,0,0.033333333,0.033333333,0,0,0.1,0.233333333,0.333333333
